Id,Incident_Id,Incident_Number,Incident_Date,Incident_Dayofmonth,Incident_Month_Number,Incident_Month_Name,Incident_Dayofweek_number,Incident_Dayofweek_name,Incident_Year,Incident_Time,Incident_Hour,Report_Date,Report_Dayofmonth,Report_Month_Number,Report_Month_Name,Report_Dayofweek_number,Report_Dayofweek_name,Report_Year,Report_time,Report_Hour,Incident_Code,Incident_Category,Incident_Subcategory,Incident_Description,Report_Type_Code,Report_Type_Description,Filed_Online,Police_District,Resolution,Latitude,Longitude,Point,Neighborhood,Intersection
217,1159144,220378207,2022-06-08T00:00:00,8,6,June,2,Wednesday,2022,19:05:00,19,2022-06-09T00:00:00,9,6,June,3,Thursday,2022,15:44:00,15:44:00,64070,Suspicious,Suspicious Occ,Suspicious Occurrence,II,Initial,0,Central,Open or Active,37.79208771,-122.4162906,POINT (-122.41629064994724 37.79208770821325),Nob Hill,KIMBALL PL \ SACRAMENTO ST
218,1187467,220547678,2021-06-01T00:00:00,1,6,June,1,Tuesday,2021,12:00:00,12,2022-08-30T00:00:00,30,8,August,1,Tuesday,2022,14:56:00,14:56:00,9027,Fraudulent Activities,Fraud,False Personation,IS,Initial Supplement,0,Central,Open or Active,37.78724521,-122.4166387,POINT (-122.4166386980169 37.787245209374895),Nob Hill,POST ST \ HYDE ST
219,1224491,220857370,2022-12-14T00:00:00,14,12,December,2,Wednesday,2022,22:00:00,22,2022-12-14T00:00:00,14,12,December,2,Wednesday,2022,23:42:00,23:42:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.78775665,-122.4201161,POINT (-122.42011607573366 37.78775665157557),Nob Hill,SUTTER ST \ POLK ST
220,1178257,220519291,2022-08-02T00:00:00,2,8,August,1,Tuesday,2022,00:01:00,0,2022-08-04T00:00:00,4,8,August,3,Thursday,2022,17:53:00,17:53:00,74000,Police Interaction Incidents,Missing Adult,Missing Adult,II,Initial,0,Richmond,Open or Active,37.77541791,-122.4628048,POINT (-122.46280475239674 37.77541790713273),Inner Richmond,CABRILLO ST \ 05TH AVE
221,1201788,220694172,2022-10-01T00:00:00,1,10,October,5,Saturday,2022,10:00:00,10,2022-10-09T00:00:00,9,10,October,6,Sunday,2022,17:07:00,17:07:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Central,Open or Active,37.78995142,-122.4104332,POINT (-122.41043324691944 37.78995142325706),Nob Hill,BUSH ST \ MASON ST
222,1182161,220546658,2022-08-14T00:00:00,14,8,August,6,Sunday,2022,13:00:00,13,2022-08-15T00:00:00,15,8,August,0,Monday,2022,12:50:00,12:50:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Central,Open or Active,37.7940603,-122.4079033,POINT (-122.40790330315696 37.79406029645113),Chinatown,STOCKTON ST \ CLAY ST
223,1229482,220892718,2022-12-30T00:00:00,30,12,December,4,Friday,2022,11:00:00,11,2022-12-30T00:00:00,30,12,December,4,Friday,2022,11:00:00,11:00:00,74000,Police Interaction Incidents,Missing Adult,Missing Adult,IS,Initial Supplement,0,Ingleside,Open or Active,37.73515285,-122.4221208,POINT (-122.4221208078308 37.73515284656982),Bernal Heights,AGNON AVE \ CRESCENT AVE
224,1245765,230119518,2023-02-18T00:00:00,18,2,February,5,Saturday,2023,00:30:00,0,2023-02-18T00:00:00,18,2,February,5,Saturday,2023,00:52:00,00:52:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Northern,Open or Active,37.78775665,-122.4201161,POINT (-122.42011607573366 37.78775665157557),Nob Hill,SUTTER ST \ POLK ST
225,1187627,220587975,2022-08-31T00:00:00,31,8,August,2,Wednesday,2022,03:30:00,3,2022-08-31T00:00:00,31,8,August,2,Wednesday,2022,03:36:00,03:36:00,68000,Fire Report,Fire Report,Fire Report,II,Initial,0,Bayview,Open or Active,37.72097599,-122.3913065,POINT (-122.39130649030375 37.72097598590643),Bayview Hunters Point,INGALLS ST \ FITZGERALD AVE
226,1189855,220604450,2022-09-05T00:00:00,5,9,September,0,Monday,2022,03:04:00,3,2022-09-06T00:00:00,6,9,September,1,Tuesday,2022,03:36:00,03:36:00,7100,Property Crimes,Vandalism,"Vehicle, Tampering",II,Initial,0,Bayview,Open or Active,37.72917262,-122.4129855,POINT (-122.4129854934649 37.72917261883452),Portola,SILLIMAN ST \ DARTMOUTH ST
227,1191450,220614158,2022-09-09T00:00:00,9,9,September,4,Friday,2022,11:58:00,11,2022-09-09T00:00:00,9,9,September,4,Friday,2022,12:03:00,12:03:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Northern,Open or Active,37.79078805,-122.4190362,POINT (-122.41903621239146 37.79078805361173),Nob Hill,LARKIN ST \ CALIFORNIA ST
228,1181858,220545440,2022-08-14T00:00:00,14,8,August,6,Sunday,2022,23:29:00,23,2022-08-14T00:00:00,14,8,August,6,Sunday,2022,23:29:00,23:29:00,74000,Police Interaction Incidents,Missing Adult,Missing Adult,II,Initial,0,Northern,Open or Active,37.78869905,-122.4203069,POINT (-122.42030688368688 37.788699045143865),Nob Hill,POLK ST \ BUSH ST
229,1240730,230080301,2023-02-02T00:00:00,2,2,February,3,Thursday,2023,16:00:00,16,2023-02-02T00:00:00,2,2,February,3,Thursday,2023,17:08:00,17:08:00,71000,Property Crimes,Lost Property,Lost Property,II,Initial,0,Richmond,Open or Active,37.78185329,-122.4521431,POINT (-122.45214312550972 37.781853290494546),Presidio Heights,GEARY BLVD \ COOK ST
230,1230437,236000179,2023-01-01T00:00:00,1,1,January,6,Sunday,2023,01:00:00,1,2023-01-01T00:00:00,1,1,January,6,Sunday,2023,11:49:00,11:49:00,71000,Property Crimes,Lost Property,Lost Property,CI,Coplogic Initial,1,Mission,Open or Active,37.76255082,-122.4340624,POINT (-122.43406238857597 37.76255082381586),Castro/Upper Market,HARTFORD ST \ 17TH ST
231,1182611,220550740,2022-08-13T00:00:00,13,8,August,5,Saturday,2022,14:45:00,14,2022-08-16T00:00:00,16,8,August,1,Tuesday,2022,18:40:00,18:40:00,64010,Miscellaneous,Other,"Dog, Bite or Attack",II,Initial,0,Northern,Open or Active,37.8018629,-122.4280221,POINT (-122.4280221000818 37.801862903571724),Marina,GOUGH ST \ CHESTNUT ST
232,1174350,226126296,2022-07-20T00:00:00,20,7,July,2,Wednesday,2022,10:00:00,10,2022-07-21T00:00:00,21,7,July,3,Thursday,2022,15:41:00,15:41:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Mission,Open or Active,37.76817787,-122.4107307,POINT (-122.41073071858334 37.76817786907554),Mission,ALAMEDA ST \ BRYANT ST
233,1240457,230078055,2023-02-01T00:00:00,1,2,February,2,Wednesday,2023,14:50:00,14,2023-02-02T00:00:00,2,2,February,3,Thursday,2023,00:13:00,00:13:00,3474,Robbery,Robbery - Other,"Robbery, Att., W/ Force",II,Initial,0,Mission,Open or Active,37.75370309,-122.4208121,POINT (-122.42081213698863 37.753703092703674),Mission,23RD ST \ VALENCIA ST
234,1229643,220894805,2022-12-30T00:00:00,30,12,December,4,Friday,2022,23:46:00,23,2022-12-30T00:00:00,30,12,December,4,Friday,2022,23:46:00,23:46:00,4134,Assault,Simple Assault,Battery,II,Initial,0,Park,Open or Active,37.76637407,-122.452947,POINT (-122.45294703466854 37.766374072957106),Haight Ashbury,STANYAN ST \ FREDERICK ST
235,1194825,220639106,2022-09-19T00:00:00,19,9,September,0,Monday,2022,07:43:00,7,2022-09-19T00:00:00,19,9,September,0,Monday,2022,07:52:00,07:52:00,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",II,Initial,0,Mission,Cite or Arrest Adult,37.76505134,-122.419669,POINT (-122.41966897380142 37.76505133632968),Mission,16TH ST \ MISSION ST
236,1179728,220530491,2022-08-09T00:00:00,9,8,August,1,Tuesday,2022,07:56:00,7,2022-08-09T00:00:00,9,8,August,1,Tuesday,2022,07:56:00,07:56:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Park,Open or Active,37.76410227,-122.4353173,POINT (-122.43531729847254 37.76410227052293),Castro/Upper Market,CASTRO ST \ 16TH ST
237,1257197,230201961,2023-03-09T00:00:00,9,3,March,3,Thursday,2023,00:00:00,0,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,14:00:00,14:00:00,9029,Fraudulent Activities,Fraud,False Personation to Receive Money or Property,II,Initial,0,Bayview,Open or Active,37.74019197,-122.3768473,POINT (-122.37684733677168 37.74019196645599),Bayview Hunters Point,JENNINGS ST \ CARGO WAY
238,1257233,230125963,2023-02-20T00:00:00,20,2,February,0,Monday,2023,18:43:00,18,2023-02-20T00:00:00,20,2,February,0,Monday,2023,18:46:00,18:46:00,3421,Robbery,Robbery - Commercial,"Robbery, Att., Comm. Establ., W/ Gun",IS,Initial Supplement,0,Ingleside,Cite or Arrest Adult,37.74755321,-122.4095717,POINT (-122.40957172824133 37.747553211710034),Bernal Heights,FLORIDA ST \ PRECITA AVE
239,1257141,236051978,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,11:40:00,11,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,13:35:00,13:35:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Richmond,Open or Active,37.78303834,-122.4622788,POINT (-122.46227876714518 37.78303833763175),Inner Richmond,04TH AVE \ CLEMENT ST
240,1257311,230204539,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,15:12:00,15,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,15:12:00,15:12:00,12080,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession By Prohibited Person",II,Initial,0,Mission,Cite or Arrest Adult,37.75742952,-122.412348,POINT (-122.41234804162994 37.757429523043974),Mission,HARRISON ST \ 21ST ST
241,1257100,226238722,2022-12-01T00:00:00,1,12,December,3,Thursday,2022,13:00:00,13,2022-12-07T00:00:00,7,12,December,2,Wednesday,2022,11:42:00,11:42:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Bayview,Open or Active,37.71717895,-122.386265,POINT (-122.38626501459227 37.717178947506795),Bayview Hunters Point,GILMAN AVE \ ARELIOUS WALKER DR
242,1256940,230202577,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,18:23:00,18,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,18:23:00,18:23:00,61030,Miscellaneous,Other,"Death Report, Cause Unknown",II,Initial,0,Northern,Open or Active,37.79832442,-122.4407981,POINT (-122.44079814973743 37.7983244153502),Marina,GREENWICH ST \ SCOTT ST
243,1257305,230204454,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,15:03:00,15,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,15:04:00,15:04:00,16710,Drug-related Incidents,Drug Violation,"Narcotics Paraphernalia, Possession of",II,Initial,0,Tenderloin,Cite or Arrest Adult,37.78331089,-122.4175288,POINT (-122.41752877437465 37.78331088878137),Tenderloin,EDDY ST \ LARKIN ST
244,1256995,226218774,2022-11-09T00:00:00,9,11,November,2,Wednesday,2022,05:25:00,5,2022-11-10T00:00:00,10,11,November,3,Thursday,2022,20:26:00,20:26:00,71000,Property Crimes,Lost Property,Lost Property,CI,Coplogic Initial,1,Bayview,Open or Active,37.73850009,-122.4038821,POINT (-122.40388206741498 37.73850009473432),Bayview Hunters Point,ELMIRA ST \ SHAFTER AVE
245,1257056,236031782,2023-01-21T00:00:00,21,1,January,5,Saturday,2023,13:45:00,13,2023-01-23T00:00:00,23,1,January,0,Monday,2023,15:35:00,15:35:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Southern,Open or Active,37.7737597,-122.4085163,POINT (-122.40851633190513 37.77375969975922),South of Market,HARRISON ST \ 08TH ST
246,1257180,230203456,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,20:00:00,20,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:07:00,07:07:00,26040,Miscellaneous,Extortion-Blackmail,"Extortion, Attempted",II,Initial,0,Bayview,Open or Active,37.7398532,-122.3912684,POINT (-122.39126842523832 37.73985319897475),Bayview Hunters Point,JERROLD AVE \ PHELPS ST
247,1257325,230204846,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,19:00:00,19,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,18:05:00,18:05:00,6234,Property Crimes,Larceny - Auto Parts,"Theft, Vehicle Strip, >$950",II,Initial,0,Taraval,Open or Active,37.74272021,-122.4831924,POINT (-122.48319238383584 37.74272021183228),Sunset/Parkside,TARAVAL ST \ 26TH AVE
248,1256958,230203246,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,01:39:00,1,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,01:46:00,01:46:00,64085,Miscellaneous,Other,Investigative Detention,II,Initial,0,Central,Cite or Arrest Adult,37.78720063,-122.4169898,POINT (-122.4169898328862 37.78720062525248),Tenderloin,MEACHAM PL \ POST ST
249,1257042,226241866,2022-11-12T00:00:00,12,11,November,5,Saturday,2022,19:00:00,19,2022-11-15T00:00:00,15,11,November,1,Tuesday,2022,10:14:00,10:14:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.78883778,-122.3894289,POINT (-122.38942894299095 37.78883777870189),Financial District/South Beach,SPEAR ST \ HARRISON ST
250,1256961,230203274,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,00:00:00,0,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,02:32:00,02:32:00,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",II,Initial,0,Northern,Open or Active,37.78796628,-122.418465,POINT (-122.41846502787442 37.787966284910645),Nob Hill,SUTTER ST \ LARKIN ST
251,1256912,230202561,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,16:00:00,16,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,18:30:00,18:30:00,12080,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession By Prohibited Person",II,Initial,0,Central,Cite or Arrest Adult,37.78829319,-122.4084016,POINT (-122.40840155198468 37.78829319282882),Financial District/South Beach,POWELL ST \ POST ST
252,1257162,226250588,2022-12-26T00:00:00,26,12,December,0,Monday,2022,13:00:00,13,2022-12-27T00:00:00,27,12,December,1,Tuesday,2022,14:35:00,14:35:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CS,Coplogic Supplement,1,Mission,Open or Active,37.76164305,-122.4120503,POINT (-122.41205031008325 37.761643045720184),Mission,ALABAMA ST \ 18TH ST
253,1257097,226229163,2022-11-27T00:00:00,27,11,November,6,Sunday,2022,02:10:00,2,2022-11-27T00:00:00,27,11,November,6,Sunday,2022,16:52:00,16:52:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Tenderloin,Open or Active,37.78456014,-122.407337,POINT (-122.40733704162238 37.784560141211806),Financial District/South Beach,MARKET ST \ POWELL ST
254,1257036,226240705,2022-12-14T00:00:00,14,12,December,2,Wednesday,2022,14:00:00,14,2022-12-14T00:00:00,14,12,December,2,Wednesday,2022,19:57:00,19:57:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Central,Open or Active,37.80089648,-122.3991302,POINT (-122.39913024364351 37.80089647618971),Financial District/South Beach,THE EMBARCADERO \ GREEN ST
255,1257265,230204153,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,11:01:00,11,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,12:45:00,12:45:00,19057,Disorderly Conduct,Intimidation,Terrorist Threats,II,Initial,0,Central,Open or Active,37.79506633,-122.4032214,POINT (-122.40322140185617 37.79506632848135),Chinatown,MONTGOMERY ST \ MERCHANT ST
256,1257165,220850829,2022-12-12T00:00:00,12,12,December,0,Monday,2022,10:45:00,10,2022-12-14T00:00:00,14,12,December,2,Wednesday,2022,12:21:00,12:21:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CS,Coplogic Supplement,1,Central,Open or Active,37.80089648,-122.3991302,POINT (-122.39913024364351 37.80089647618971),Financial District/South Beach,THE EMBARCADERO \ GREEN ST
257,1257201,230203553,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:25:00,7,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,07:34:00,07:34:00,3474,Robbery,Robbery - Other,"Robbery, Att., W/ Force",II,Initial,0,Bayview,Open or Active,37.72377502,-122.4031058,POINT (-122.40310583018963 37.723775023598364),Portola,DWIGHT ST \ GIRARD ST
258,1257086,236041032,2023-03-04T00:00:00,4,3,March,5,Saturday,2023,03:01:00,3,2023-03-05T00:00:00,5,3,March,6,Sunday,2023,17:03:00,17:03:00,71000,Property Crimes,Lost Property,Lost Property,CI,Coplogic Initial,1,Mission,Open or Active,37.77066017,-122.4267808,POINT (-122.42678076677441 37.7706601742933),Hayes Valley,HERMANN ST \ BUCHANAN ST
259,1257244,230203995,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,20:30:00,20,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,12:08:00,12:08:00,7051,Vehicle Theft and Recovery,Motor Vehicle Theft (Attempted),"Vehicle, Stolen, Attempted",II,Initial,0,Bayview,Open or Active,37.73401775,-122.4065154,POINT (-122.40651538482669 37.73401774975816),Portola,GAVEN ST \ SAN BRUNO AVE
260,1257395,230205264,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,18:30:00,18,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,21:06:00,21:06:00,26080,Miscellaneous,Other,Conspiracy,II,Initial,0,Northern,Open or Active,37.78624658,-122.4282415,POINT (-122.42824149689217 37.786246576578144),Japantown,HEMLOCK ST \ LAGUNA ST
261,1257076,236032821,2023-01-28T00:00:00,28,1,January,5,Saturday,2023,00:45:00,0,2023-01-28T00:00:00,28,1,January,5,Saturday,2023,14:36:00,14:36:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.78400661,-122.4048648,POINT (-122.40486479517743 37.784006612420036),South of Market,JESSIE EAST ST \ MISSION ST
262,1257316,230204664,2023-03-20T00:00:00,20,3,March,0,Monday,2023,11:10:00,11,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,16:58:00,16:58:00,6302,Property Crimes,Larceny Theft - From Building,"Theft, From Building, $50-$200",II,Initial,0,Tenderloin,Open or Active,37.78558247,-122.4146172,POINT (-122.4146172088293 37.785582473554015),Tenderloin,LEAVENWORTH ST \ OFARRELL ST
263,1257197,230201961,2023-03-09T00:00:00,9,3,March,3,Thursday,2023,00:00:00,0,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,14:00:00,14:00:00,9020,Fraudulent Activities,Forgery And Counterfeiting,"Checks, False, Making, Uttering or Possessing",II,Initial,0,Bayview,Open or Active,37.74019197,-122.3768473,POINT (-122.37684733677168 37.74019196645599),Bayview Hunters Point,JENNINGS ST \ CARGO WAY
264,1257358,230205060,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,19:19:00,19,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,19:19:00,19:19:00,7055,Vehicle Theft and Recovery,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",VS,Vehicle Supplement,0,Bayview,Open or Active,37.75020597,-122.3885077,POINT (-122.3885077306853 37.75020597412777),Bayview Hunters Point,TENNESSEE ST \ CESAR CHAVEZ ST
265,1257326,230204830,2023-03-05T00:00:00,5,3,March,6,Sunday,2023,21:00:00,21,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,17:35:00,17:35:00,7056,Financial and Regulatory Offenses,Embezzlement,"Vehicle, Rental, Failure to Return",VI,Vehicle Initial,0,Bayview,Open or Active,37.74252073,-122.4043063,POINT (-122.40430629342 37.74252073319404),Bayview Hunters Point,LOOMIS ST \ OAKDALE AVE
266,1257035,226240448,2022-11-29T00:00:00,29,11,November,1,Tuesday,2022,20:00:00,20,2022-12-01T00:00:00,1,12,December,3,Thursday,2022,22:24:00,22:24:00,6224,Property Crimes,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.77189718,-122.3912842,POINT (-122.3912842490853 37.77189717582161),Mission Bay,04TH ST \ CHINA BASIN ST
267,1257055,236031748,2023-01-22T00:00:00,22,1,January,6,Sunday,2023,19:00:00,19,2023-01-23T00:00:00,23,1,January,0,Monday,2023,10:27:00,10:27:00,6224,Property Crimes,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",CI,Coplogic Initial,1,Southern,Open or Active,37.79323049,-122.3931813,POINT (-122.3931813328012 37.79323049132005),Financial District/South Beach,STEUART ST \ MISSION ST
268,1257110,236031384,2023-02-20T00:00:00,20,2,February,0,Monday,2023,19:10:00,19,2023-02-22T00:00:00,22,2,February,2,Wednesday,2023,17:14:00,17:14:00,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",CI,Coplogic Initial,1,Mission,Open or Active,37.76505134,-122.419669,POINT (-122.41966897380142 37.76505133632968),Mission,16TH ST \ MISSION ST
269,1257144,236052051,2023-03-19T00:00:00,19,3,March,6,Sunday,2023,23:00:00,23,2023-03-20T00:00:00,20,3,March,0,Monday,2023,09:56:00,09:56:00,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",CI,Coplogic Initial,1,Taraval,Open or Active,37.74907463,-122.4663364,POINT (-122.46633639762888 37.74907462974306),West of Twin Peaks,QUINTARA ST \ 10TH AVE
270,1256977,226217704,2022-08-11T00:00:00,11,8,August,3,Thursday,2022,08:00:00,8,2022-11-16T00:00:00,16,11,November,2,Wednesday,2022,19:49:00,19:49:00,6372,Property Crimes,Larceny Theft - Other,"Theft, Other Property, $50-$200",CI,Coplogic Initial,1,Mission,Open or Active,37.76419571,-122.4330745,POINT (-122.43307447227019 37.76419571221531),Castro/Upper Market,MARKET ST \ 16TH ST \ NOE ST
271,1257049,236031130,2023-02-13T00:00:00,13,2,February,0,Monday,2023,02:00:00,2,2023-02-13T00:00:00,13,2,February,0,Monday,2023,15:25:00,15:25:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Central,Open or Active,37.79046311,-122.4139159,POINT (-122.41391588068572 37.79046311384933),Nob Hill,PINE ST \ JONES ST
272,1257272,230203644,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,13:00:00,13,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,13:15:00,13:15:00,11012,Property Crimes,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",IS,Initial Supplement,0,Southern,Cite or Arrest Adult,37.77222218,-122.418352,POINT (-122.4183520340224 37.772222179073),Mission,SOUTH VAN NESS AVE \ 12TH ST
273,1256912,230202561,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,16:00:00,16,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,18:30:00,18:30:00,6364,Property Crimes,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",II,Initial,0,Central,Cite or Arrest Adult,37.78829319,-122.4084016,POINT (-122.40840155198468 37.78829319282882),Financial District/South Beach,POWELL ST \ POST ST
274,1256735,230197633,2023-03-20T00:00:00,20,3,March,0,Monday,2023,00:00:00,0,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,14:00:00,14:00:00,9016,Fraudulent Activities,Forgery And Counterfeiting,"Checks or Legal Instruments, Uttering Forged",IS,Initial Supplement,0,Mission,Open or Active,37.75336511,-122.4418864,POINT (-122.44188639971534 37.753365106010165),Twin Peaks,ALVARADO ST \ DIXIE ALY \ GRAND VIEW AVE
275,1256942,230193437,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,22:46:00,22,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,22:46:00,22:46:00,71012,Miscellaneous,Other Offenses,"License Plate, Recovered",VS,Vehicle Supplement,0,Mission,Open or Active,37.76919855,-122.4177829,POINT (-122.4177829388001 37.7691985467523),Mission,SOUTH VAN NESS AVE \ ERIE ST
276,1257050,236031293,2023-02-21T00:00:00,21,2,February,1,Tuesday,2023,19:00:00,19,2023-02-22T00:00:00,22,2,February,2,Wednesday,2023,07:51:00,07:51:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Central,Open or Active,37.80696291,-122.4104976,POINT (-122.410497554147 37.80696290988273),North Beach,STOCKTON ST \ NORTH POINT ST
277,1257062,226218815,2022-10-23T00:00:00,23,10,October,6,Sunday,2022,10:45:00,10,2022-10-23T00:00:00,23,10,October,6,Sunday,2022,13:25:00,13:25:00,71000,Property Crimes,Lost Property,Lost Property,CI,Coplogic Initial,1,Bayview,Open or Active,37.76043528,-122.3894858,POINT (-122.38948581378199 37.7604352766892),Potrero Hill,TENNESSEE ST \ 20TH ST
278,1257122,236041145,2023-02-15T00:00:00,15,2,February,2,Wednesday,2023,00:00:00,0,2023-03-06T00:00:00,6,3,March,0,Monday,2023,13:49:00,13:49:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Taraval,Open or Active,37.74807801,-122.4889365,POINT (-122.48893645915953 37.748078007931525),Sunset/Parkside,31ST AVE \ QUINTARA ST
279,1256792,230201767,2023-03-11T00:00:00,11,3,March,5,Saturday,2023,16:37:00,16,2023-03-22T00:00:00,22,3,March,2,Wednesday,2023,12:46:00,12:46:00,19050,Disorderly Conduct,Disorderly Conduct,"Phone Calls, Threatening or Annoying",II,Initial,0,Park,Open or Active,37.75417074,-122.4440642,POINT (-122.4440641715274 37.754170736322),Twin Peaks,BURNETT AVE \ DIXIE ALY
280,1256959,230203230,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,00:18:00,0,2023-03-23T00:00:00,23,3,March,3,Thursday,2023,00:18:00,00:18:00,6303,Property Crimes,Larceny Theft - From Building,"Theft, From Building, $200-$950",II,Initial,0,Taraval,Open or Active,37.71402954,-122.4625887,POINT (-122.4625887259482 37.71402953770342),Oceanview/Merced/Ingleside,ORIZABA AVE \ FARALLONES ST
281,1257148,236051940,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,10:00:00,10,2023-03-21T00:00:00,21,3,March,1,Tuesday,2023,11:53:00,11:53:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Mission,Open or Active,37.75605471,-122.4084992,POINT (-122.40849924216333 37.756054713668725),Mission,YORK ST \ 22ND ST
282,1257145,236052158,2023-03-20T00:00:00,20,3,March,0,Monday,2023,19:00:00,19,2023-03-20T00:00:00,20,3,March,0,Monday,2023,22:50:00,22:50:00,6244,Property Crimes,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",CI,Coplogic Initial,1,Taraval,Open or Active,37.76217504,-122.4661806,POINT (-122.46618055550606 37.76217504095573),Inner Sunset,JUDAH ST \ 09TH AVE
283,1257103,226240357,2022-11-05T00:00:00,5,11,November,5,Saturday,2022,11:50:00,11,2022-11-08T00:00:00,8,11,November,1,Tuesday,2022,09:50:00,09:50:00,71000,Property Crimes,Lost Property,Lost Property,CI,Coplogic Initial,1,Southern,Open or Active,37.77808238,-122.4061504,POINT (-122.40615042617127 37.77808238134319),South of Market,FOLSOM ST \ HARRIET ST
